Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
NHÀ MẶT TIỀN 170M2/RỘNG 6M-CHO THUÊ NGUYÊN CĂN(ĐƯỜNG LỚN 12M+VỈA HÈ 3M-KHU TRUNG TÂM KHÁCH DU LỊCH),Giá: 90 triệu/tháng,Diện tích: 176 m²,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",nha_mat_pho,176.0,90.0,511363.6363636364,,Đường Nguyễn Bỉnh Khiêm,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Bỉnh Khiêm
"CHO THUÊ NHÀ NGUYÊN CĂN NGUYỄN BỈNH KHIÊM, QUẬN 1, (8X22M), 4 TẦNG, THANG MÁY",Giá: 60 triệu/tháng,Diện tích: 81 m²,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",nha_mat_pho,81.0,60.0,740740.7407407408,10,Đường Sư Vạn Hạnh,Phường 2,Quận 10,Hồ Chí Minh,True,Đường Sư Vạn Hạnh
"(4,5X18M 5 TẦNG) MẶT TIỀN SƯ VẠN HẠNH - SIÊU VỊ TRÍ, KHU VỰC ĐÔNG ĐÚC, KINH DOANH SẦM UẤT NHẤT Q10",Giá: 25 triệu/tháng,Diện tích: 52 m²,"Phố Đốc Ngữ, Phường Liễu Giai, Ba Đình, Hà Nội",nha_mat_pho,52.0,25.0,480769.2307692308,,Đốc Ngữ,Phường Liễu Giai,Quận Ba Đình,Hà Nội,True,Đường Đốc Ngữ
"MẶT PHỐ ĐỐC NGỮ, BA ĐÌNH CHÍNH CHỦ NGUYÊN TẦNG 1, VỊ TRÍ SIÊU ĐẸP",Giá: 100 triệu,Diện tích: 130 m²,"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng",nha_mat_pho,130.0,100.0,769230.7692307692,,,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,True,Đường 
CHO THUÊ LÔ GÓC 2 MẶT TIỀN ĐƯỜNG 2 THÁNG 9,Giá: 25 triệu/tháng,Diện tích: 100 m²,"Đường Phạm Thế Hiển, Phường 2, Quận 8, Hồ Chí Minh",nha_mat_pho,100.0,25.0,250000.0,,Đường Phạm Thế Hiển,Phường 2,Quận 8,Hồ Chí Minh,True,Đường Phạm Thế Hiển
"CHO THUÊ NHÀ NGUYÊN CĂN PHẠM THẾ HIỂN, Q8: 5X20M, TRÊT+ 1 LẦU, ĐƯỜNG SẦM UẤT, TIỆN KD. 25 TRIỆU",Giá: 90 triệu/tháng,Diện tích: 150 m²,"Đường Trần Kim Xuyến, Phường Trung Hòa, Cầu Giấy, Hà Nội",nha_mat_pho,150.0,90.0,600000.0,,Trần Kim Xuyến,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,True,Đường Trần Kim Xuyến
"CHO THUÊ MẶT BẰNG KINH DOANH ĐƯỜNG TRẦN KIM XUYẾN, 150M X 2 TẦNG, MT SIÊU ĐẸP 20M, MỌI MÔ HÌNH",Giá: 48 triệu/tháng,Diện tích: 100 m²,"Đường Hồ Xuân Hương, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",nha_mat_pho,100.0,48.0,480000.0,,Đường Hồ Xuân Hương,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Hồ Xuân Hương
"(4,5X22M 2 TẦNG) MẶT TIỀN HỒ XUÂN HƯƠNG, PHƯỜNG VÕ THỊ SÁU, QUẬN 3 - NHÀ MỚI SỬA, KHU VỰC ĐÔNG ĐÚC",Giá: 125 triệu,Diện tích: 88 m²,"Đường Pasteur, Phường Bến Nghé, Quận 1, Hồ Chí Minh",nha_mat_pho,88.0,125.0,1420454.5454545454,,Đường Pasteur,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Pasteur
"CHO THUÊ NHÀ RIÊNG MẶT ĐƯỜNG CỔ ĐIỂN A, TỨ HIỆP, THANH TRÌ, HÀ NỘI",Giá: 160 triệu,Diện tích: 250 m²,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",nha_mat_pho,250.0,160.0,640000.0,,Đường Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,True,Đường Nguyễn Văn Linh
CẦN CHO THUÊ TÒA NHÀ 6 LẦU NGUYỄN VĂN LINH ĐỐI DIỆN CHUNG CƯ ECO GREEN P.TÂN THUẬN TÂY Q7. DT 250M2,Giá: 55 triệu/tháng,Diện tích: 120 m²,"Đường Đặng Tiến Đông, Phường Khương Thượng, Đống Đa, Hà Nội",nha_mat_pho,120.0,55.0,458333.3333333333,,Đường Đặng Tiến Đông,Phường Trung Liệt,Quận Đống Đa,Hà Nội,True,Đường Đặng Tiến Đông
"CHO THUÊ MẶT BẰNG KINH DOANH PHỐ ĐẶNG VĂN NGỮ 120M X 3T, MẶT TIỀN CHUẨN 10M. 55 TRIỆU/THÁNG",Giá: 9 triệu/tháng,Diện tích: 60 m²,"90D, Đường Nguyễn Thị Đặng, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",nha_mat_pho,60.0,9.0,150000.0,,Hẻm 3 Đường Nguyễn Thị Đặng,Phường Hiệp Thành,Quận 12,Hồ Chí Minh,True,Đường Nguyễn Thị Đặng
"CHO THUÊ MẶT TIỀN 90D NGUYỄN THỊ ĐẶNG, HIỆP THÀNH, QUẬN 12",Giá: 160 triệu,Diện tích: 135 m²,"Phố Hàng Lược, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",nha_mat_pho,135.0,160.0,1185185.1851851852,,Phố Hàng Lược,Phường Hàng Mã,Quận Hoàn Kiếm,Hà Nội,True,Phố Hàng Lược
"CHÍNH CHỦ CHO THUÊ NHÀ MẶT PHỐ 176 - 178 NGỌC HÀ, BA ĐÌNH, HÀ NỘI",Giá: 95 triệu/tháng,Diện tích: 200 m²,"Đường Hà Chương, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",nha_mat_pho,200.0,95.0,475000.0,,Đường Hà Chương,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,True,Đường Hà Chương
CHO THUÊ KHÁCH SẠN HÀ CHƯƠNG - 42P - 95TR/THÁNG - KHÁCH SẠN QUẬN 3 - ĐÀ NẴNG,Giá: 60 triệu/tháng,Diện tích: 90 m²,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",nha_mat_pho,90.0,60.0,666666.6666666666,,Đường Hoàng Như Tiếp,Phường Bồ Đề,Quận Long Biên,Hà Nội,True,Đường Hoàng Như Tiếp
"CHO THUÊ DÀI HẠN NHÀ NGUYÊN CĂN, CHO THUÊ TOÀ NHÀ NGAY MẶT TIỀN ĐƯỜNG LÝ THÁI TỔ - ĐỒNG NAI",Giá: 55 triệu/tháng,Diện tích: 800 m²,"Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",nha_mat_pho,800.0,55.0,68750.0,,Đường Trần Bạch Đằng,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường Trần Bạch Đằng
CHO THUÊ KHÁCH SẠN 21 PHÒNG - ĐƯỜNG TRẦN BẠCH ĐẰNG - KHU PHỐ TÂY AN THƯỢNG ĐÀ NẴNG,Giá: 18 triệu/tháng,Diện tích: 147 m²,"Đường Số 3, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",nha_mat_pho,147.0,18.0,122448.97959183672,,Đường Số 3,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True,Đường Số 3
CHO THUÊ NHÀ MẶT PHỐ KẾ VẠN PHÚC CITY VÀ THỦ ĐỨC GARDEN HOME,Giá: 40 triệu/tháng,Diện tích: 132 m²,"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",nha_mat_pho,132.0,40.0,303030.30303030304,,,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,True,Đường 
CHO THUÊ CÁC SIÊU PHẨM TOÀ VĂN PHÒNG HẠNG A TẠI MẶT PHỐ HÀ NỘI. PHÙ HỢP MỌI MÔ HÌNH KINH DOANH,Giá: 90 triệu/tháng,Diện tích: 1000 m²,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",nha_mat_pho,1000.0,90.0,90000.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,Hà Nội,True,Phố Vũ Tông Phan
CHO THUÊ SIÊU PHẨM HẠNG A MP VŨ TÔNG PHAN. DT 110M2 X 8 TẦNG NỔI + 1 TẦNG HẦM. LH 0904682329,Giá: 5 triệu/tháng,Diện tích: 80 m²,"Đường Láng Le Bàu Cò, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",nha_mat_pho,80.0,5.0,62500.0,,Hẻm G12 Đường Láng Le Bàu Cò,Xã Lê Minh Xuân,Huyện Bình Chánh,Hồ Chí Minh,True,Hẻm G12 Đường Láng Le Bàu Cò
CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG VÀ VƯỜN. 5X 18M,Giá: 45 triệu/tháng,Diện tích: 200 m²,huỳnh tấn phát quận 7,nha_mat_pho,200.0,45.0,225000.0,,Đường Huỳnh Tấn Phát,,Quận 7,Hồ Chí Minh,True,Đường Huỳnh Tấn Phát
CHO THUÊ NHÀ MẶT TIỀN 5M MẶT PHỐ LẠCH TRAY.,Giá: 85 triệu/tháng,Diện tích: 288 m²,"840 - 842 - 844, Đường Âu Cơ, Phường 14, Tân Bình, Hồ Chí Minh",nha_mat_pho,288.0,85.0,295138.8888888889,844,Đường Âu Cơ,Phường 14,Quận Tân Bình,Hồ Chí Minh,True,Đường Âu Cơ
"CHÍNH CHỦ CHO THUÊ NHÀ MẶT TIỀN ÂU CƠ, P. 14, Q. TÂN BÌNH, NGAY NGÃ BA TRƯƠNG CÔNG ĐỊNH",Giá: 46 triệu/tháng,Diện tích: 100 m²,"Đường Nguyễn Đình Khơi, Phường 4, Tân Bình, Hồ Chí Minh",nha_mat_pho,100.0,46.0,460000.0,,Đường Nguyễn Đình Khơi,Phường 4,Quận Tân Bình,Hồ Chí Minh,True,Đường Nguyễn Đình Khơi
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 30 triệu/tháng,Diện tích: 120 m²,"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",nha_mat_pho,120.0,30.0,250000.0,,,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,True,Đường 
"CẦN CHO THUÊ GẤP CĂN NHÀ PHỐ, HƯỚNG NAM, KDC: NAM LONG, P. TÂN THUẬN ĐÔNG, Q7. DIỆN TÍCH: 5X24M",Giá: 30 triệu/tháng,Diện tích: 102 m²,"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",nha_mat_pho,102.0,30.0,294117.64705882355,,,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True,Đường 
CHO THUÊ NHÀ NGUYÊN CĂN VẠN PHÚC CITY 6X17 FULL NỘI THẤT CAO CẤP GIÁ CHỈ 30TR,Giá: 17 triệu/tháng,Diện tích: 54 m²,"Phường Đại Kim, Hoàng Mai, Hà Nội",nha_mat_pho,54.0,17.0,314814.81481481483,,,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,True,Đường 
CHO THUÊ NHÀ MẶT ĐƯỜNG 21M - KD ĐA DẠNG- KĐT ĐẠI KIM - NGUYỄN CẢNH DỊ - 54M2 X 4 TẦNG - 17 TRIỆU,Giá: 20 triệu/tháng,Diện tích: 380 m²,"Đường Hoàng Hữu Nam, Phường Tân Phú, Quận 9, Hồ Chí Minh",nha_mat_pho,380.0,20.0,52631.57894736842,9,Đường Hoàng Hữu Nam,Phường Tân Phú,Thủ Đức,Hồ Chí Minh,True,Đường Hoàng Hữu Nam
"CHO THUÊ NHÀ MẶT PHỐ KẾT HỢP KHO, NHÀ XƯỞNG. DT: 380M2. CHÍNH CHỦ TẠI SÀI GÒN",Giá: 25 triệu/tháng,Diện tích: 90 m²,Đường Cách Mạng Tháng 8,nha_mat_pho,90.0,25.0,277777.7777777777,,Đường Cách Mạng Tháng 8,,Quận 3,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
CHO THUÊ SIÊU PHẨM 6PN TẠI TT PHÚ MỸ BRVT,Giá: 80 triệu/tháng,Diện tích: 70 m²,"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",nha_mat_pho,70.0,80.0,1142857.142857143,,Đường Lạc Long Quân,Phường Nhật Tân,Quận Tây Hồ,Hà Nội,True,Đường Lạc Long Quân
"CHO THUÊ NHÀ MẶT PHỐ LẠC LONG QUÂN, DIỆN TÍCH 70M2 X 7 TẦNG, MT 5M",Giá: 200 triệu,Diện tích: 550 m²,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",nha_mat_pho,550.0,200.0,363636.3636363637,,Đường Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Cư Trinh
CHO THUÊ TÒA NHÀ MT NGUYỄN CƯ TRINH QUẬN 1 5X19M TRỆT 5 TẦNG + THANG MÁY,Giá: 90 triệu/tháng,Diện tích: 150 m²,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",nha_mat_pho,150.0,90.0,600000.0,,Phố Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,True,Phố Vũ Phạm Hàm
"CHO THUÊ NHÀ MP VŨ PHẠM HÀM, YÊN HÒA, CẦU GIẤY TỔNG 450M2, MT 6M VỈA HÈ RỘNG, KD MỌI MÔ HÌNH GIÁ TL",Giá: 65 triệu/tháng,Diện tích: 80 m²,"Số nhà 3A, Đường An Dương Vương, Phường 8, Quận 5, Hồ Chí Minh",nha_mat_pho,80.0,65.0,812500.0,3A,Đường An Dương Vương,Phường 9,Quận 5,Hồ Chí Minh,True,Đường An Dương Vương
"CHO THUÊ NHÀ 4 TẦNG NGAY THỤY PHƯƠNG, BẮC TỪ LIÊM",Giá: 40 triệu/tháng,Diện tích: 100 m²,"Dự án Saigon Mystery Villas, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",nha_mat_pho,100.0,40.0,400000.0,,,Phường Bình Trưng Tây,Thủ Đức,Hồ Chí Minh,True,Đường 
"HÀNG ĐỘC, CHỈ 1 CĂN DUY NHẤT CÓ THÁNG MÁY CHO THUÊ GIÁ 40TR/THÁNG",Giá: 26 triệu/tháng,Diện tích: 105 m²,"Đường Bùi Đình Túy, Phường 24, Bình Thạnh",nha_mat_pho,105.0,26.0,247619.04761904763,24,Hẻm 9 Đường Bùi Đình Túy,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Bùi Đình Túy
CHO THUÊ MẶT TIỀN BÙI ĐÌNH TÚY PHƯỜNG 24 BÌNH THẠNH 4.2X25M,Giá: 11 triệu/tháng,Diện tích: 30 m²,"Dự án Sari Town, Quận 2, Hồ Chí Minh",nha_mat_pho,30.0,11.0,366666.6666666667,2,Đường Lê Duẩn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Duẩn
CHO THUÊ TẦNG HẦM 30M2 11TR/THÁNG TẠI SHOP HOUSE ĐƯỜNG NGUYỄN CƠ THẠCH,Giá: 8 triệu/tháng,Diện tích: 90 m²,"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",nha_mat_pho,90.0,8.0,88888.88888888889,,Đường 9,Phường Phước Long B,Thủ Đức,Hồ Chí Minh,True,Đường 9
"CHO THUÊ NHÀ MẶT ĐƯỜNG TRẦN PHÚ DẢI VƯỜN HOA, NGAY GẦN NHÀ HÁT LỚN, DIỆN TÍCH 280M, MẶT TIỀN 25M.",Giá: 20 triệu/tháng,Diện tích: 32 m²,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",nha_mat_pho,32.0,20.0,625000.0,,Đường Lê Văn Sỹ,Phường 1,Quận Tân Bình,Hồ Chí Minh,True,Đường Lê Văn Sỹ
"CHO THUÊ NHÀ MT LÊ VĂN SỸ,P1,TÂN BÌNH, GIÁ 20TR/TH, NHÀ ĐẸP SANG GẦN KHU THỜI TRANG. SÁT PHÚ NHUẬN",Giá: 70 triệu/tháng,Diện tích: 140 m²,Số 8 Lê Đức Thọ,nha_mat_pho,140.0,70.0,500000.0,8,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
"CHO THUÊ TẦNG 1,2,3,4 TRUNG TÂM THƯƠNG MẠI MỚI TOANH TẠI DỰ ÁN THE ZEI PLAZA, LÊ ĐỨC THỌ, MỸ ĐÌNH",Giá: 60 triệu/tháng,Diện tích: 90 m²,"Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội",nha_mat_pho,90.0,60.0,666666.6666666666,,Phố Lâm Hạ,Phường Bồ Đề,Quận Long Biên,Hà Nội,True,Phố Lâm Hạ
"CHO THUÊ NHÀ NGUYÊN CĂN MẶT PHỐ LÂM HẠ, FULL NỘI THẤT XỊN, THANG MÁY GIÁ CHO THUÊ 60TR DT 90M2",Giá: 68 triệu/tháng,Diện tích: 112 m²,Số 8 Lê Đức Thọ,nha_mat_pho,112.0,68.0,607142.8571428572,8,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
"BQL CHO THUÊ SÀN THƯƠNG MẠI TẦNG 1- TẦNG 4 CC CAO CẤP THE ZEI PLAZA, MẶT ĐƯỜNG LÊ ĐỨC THỌ, MỸ ĐÌNH",Giá: 20 triệu/tháng,Diện tích: 100 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,100.0,20.0,200000.0,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
NHÀ CHO THUÊ 4 TẦNG MẶT TIỀN MAN THIỆN – 20 TR/TH,Giá: 38 triệu/tháng,Diện tích: 165 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,165.0,38.0,230303.0303030303,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
"NHÀ 4 TẦNG MẶT TIỀN 6,5 M ĐƯỜNG PASTEUR – 38 TR/TH",Giá: 55 triệu/tháng,Diện tích: 93 m²,"Hàm Nghi, Mỹ Đình",nha_mat_pho,93.0,55.0,591397.8494623656,,Đường Hàm Nghi,Phường Ngô Mây,Quy Nhơn,Bình Định,True,Đường Hàm Nghi
"TOP 10 SHOPHOUSE, LIỀN KỀ CHO THUÊ THEO TẦNG HOẶC NGUYÊN CĂN GIÁ TỪ 15TR TẠI VINHOMES GARDENIA",Giá: 20 triệu/tháng,Diện tích: 90 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,90.0,20.0,222222.22222222225,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
NHÀ 3 TẦNG MẶT TIỀN 6 M TRƯNG NỮ VƯƠNG – 20 TR/TH,Giá: 245 triệu,Diện tích: 650 m²,"Phường 5, Bình Thạnh, Hồ Chí Minh",nha_mat_pho,650.0,245.0,376923.07692307694,,,Phường 5,Quận Bình Thạnh,Hồ Chí Minh,True,Đường 
"TÒA MẶT TIỀN LÊ QUANG ĐỊNH, PHƯỜNG 05, QUẬN BÌNH THẠNH, DT 12.5M X 23M, 1 TRỆT VÀ 1 LỬNG",Giá: 120 triệu,Diện tích: 382 m²,"Đường Lê Hồng Phong, Phường Đằng Lâm, Hải An, Hải Phòng",nha_mat_pho,382.0,120.0,314136.12565445027,,Hẻm 8 Đường Lê Hồng Phong,Phường Đằng Lâm,Quận Hải An,Hải Phòng,True,Đường Lê Hồng Phong
"CHO THUÊ TÒA NHÀ MẶT ĐƯỜNG TUYẾN 2 LÊ HỒNG PHONG, LÔ GÓC MẶT TIỀN 30M, DTSD 1800M2, ĐƯỜNG RỘNG 30M",Giá: 49 triệu/tháng,Diện tích: 100 m²,"Đường Điện Biên Phủ, Phường 25, Bình Thạnh",nha_mat_pho,100.0,49.0,490000.0,,Đường Điện Biên Phủ,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Điện Biên Phủ
CHO THUÊ MẶT TIỀN ĐIỆN BIÊN PHỦ P25 BÌNH THẠNH 5X20M 3 TẦNG,Giá: 100 triệu,Diện tích: 350 m²,Số 8 Lê Đức Thọ,nha_mat_pho,350.0,100.0,285714.28571428574,8,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
ĐỐI TÁC CÔNG TY EM CẦN TÌM: ĐƠN VỊ RẠP CHIẾU PHIM CÙNG PHÁT TRIỂN PHÒNG CHIẾU PHIM,Giá: 100 triệu,Diện tích: 136 m²,"BĐS An Phát Plus, Nguyễn Hữu Dật, ĐN",nha_mat_pho,136.0,100.0,735294.1176470588,,Đường Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường Nguyễn Hữu Dật
TÒA NHÀ 6 TẦNG MỚI KENG MT GẦN 8 M NGUYỄN TRI PHƯƠNG,Giá: 10 triệu/tháng,Diện tích: 80 m²,Trần Hưng Đạo,nha_mat_pho,80.0,10.0,125000.0,,Đường Trần Hưng Đạo,,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
"CHO THUÊ NHÀ 3 TẦNG MẶT TIỀN GẦN TRẦN HƯNG ĐẠO , GẦN CẦU TÌNH YÊU",Giá: 35 triệu/tháng,Diện tích: 230 m²,"Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội",nha_mat_pho,230.0,35.0,152173.91304347827,,An Phú Shop Villa,Phường Dương Nội,Quận Hà Đông,Hà Nội,True,Đường An Phú Shop Villa
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 15 triệu/tháng,Diện tích: 126 m²,"Đường Tân Phước, Phường 6, Quận 10, Hồ Chí Minh",nha_mat_pho,126.0,15.0,119047.61904761904,,Đường Tân Phước,Phường 6,Quận 10,Hồ Chí Minh,True,Đường Tân Phước
"CHÍNH CHỦ CHO THUÊ NHÀ MT TÂN PHƯỚC Q.10 4,2X30 3PN 1MB GIÁ 20TR TL 15TR NHÀ TRỐNG LH 0901 600 599",Giá: 7 triệu/tháng,Diện tích: 78 m²,"157A, Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",nha_mat_pho,78.0,7.0,89743.58974358975,157A,Đường Số 11,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,True,Đường Số 11
"CHO THUÊ NHÀ MẶT TIỀN 157A, ĐƯỜNG 11 TRƯỜNG THỌ (NGUYÊN CĂN, DÀI HẠN)",Giá: 5 triệu/tháng,Diện tích: 40 m²,Trần Vĩnh Kiết,nha_mat_pho,40.0,5.0,125000.0,,Đường Trần Vĩnh Kiết,,Quận Ninh Kiều,Cần Thơ,True,Đường Trần Vĩnh Kiết
NHÀ MẶT TIỀN TRẦN VĨNH KIẾT VỊ TRÍ ĐẸP,Giá: 50 triệu/tháng,Diện tích: 104 m²,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Hồ Chí Minh",nha_mat_pho,104.0,50.0,480769.2307692308,,Đường Hồ Bá Kiện,Phường 15,Quận 10,Hồ Chí Minh,True,Đường Hồ Bá Kiện
"CHO THUÊ NHÀ NGUYÊN CĂN HỒ BÁ KIỆN, QUẬN 10, (4X26M), 7 TẦNG, THANG MÁY, 50 TRIỆU",Giá: 16 triệu/tháng,Diện tích: 96 m²,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",nha_mat_pho,96.0,16.0,166666.66666666666,,Đường Ni Sư Huỳnh Liên,Phường 10,Quận Tân Bình,Hồ Chí Minh,True,Đường Ni Sư Huỳnh Liên
NHÀ MT VỊ TRÍ KINH DOANH SẦM UẤT P10. DT: 96M2 GIÁ CHỈ 16TR/THÁNG,Giá: 180 triệu,Diện tích: 270 m²,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",nha_mat_pho,270.0,180.0,666666.6666666666,,Đường Lũy Bán Bích,Phường Phú Thọ Hòa,Quận Tân Phú,Hồ Chí Minh,True,Đường Lũy Bán Bích
"CHO THUÊ NHÀ GÓC 2MT LŨY BÁN BÍCH, DT: 8M X 34M, TÂN PHÚ",Giá: 200 triệu,Diện tích: 522 m²,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Sơn Trà, Đà Nẵng",nha_mat_pho,522.0,200.0,383141.7624521073,,Đường Nguyễn Văn Thoại,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,True,Đường Nguyễn Văn Thoại
CHO THUÊ GÓC 2 MẶT TIỀN CÓ SẴN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN VĂN THOẠI - GỌI ĐÀM TIẾN,Giá: 22 triệu/tháng,Diện tích: 80 m²,"Đường Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng",nha_mat_pho,80.0,22.0,275000.0,,Đường Hàm Nghi,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,True,Đường Hàm Nghi
"CHO THUÊ NHÀ ĐƯỜNG HÀM NGHI, P. THẠC GIÁN, Q. THANH KHÊ",Giá: 65 triệu/tháng,Diện tích: 90 m²,"Lê Quang Định, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",nha_mat_pho,90.0,65.0,722222.2222222222,,Đường Lê Quang Định,Phường 14,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Lê Quang Định
"CHO THUÊ KHÁCH SẠN-CHDV MĂT TIỀN LÊ QUANG ĐỊNH,DT 4X25,7 TẦNG,THAG MÁY","Giá: 46,5 triệu/tháng",Diện tích: 40 m²,"977, Đường Trần Hưng Đạo, Phường 5, Quận 5, Hồ Chí Minh",nha_mat_pho,40.0,46.5,1162500.0,977,Đường Trần Hưng Đạo,Phường 7,Quận 5,Hồ Chí Minh,True,Đường Trần Hưng Đạo
"CHÍNH CHỦ CHO THUÊ NHÀ MẶT PHỐ 977 TRẦN HƯNG ĐẠO, QUẬN 5 GẦN NGÃ TƯ HUỲNH MẪN ĐẠT THƯƠNG LƯỢNG NGAY",Giá: 22 triệu/tháng,Diện tích: 120 m²,"Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",nha_mat_pho,120.0,22.0,183333.3333333333,,Đường Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,True,Đường Hoàng Diệu
"CHO THUÊ NHÀ 3 TẦNG ĐƯỜNG HOÀNG DIỆU - NHÀ MỚI ĐẸP, DT 120M2",Giá: 20 triệu/tháng,Diện tích: 60 m²,"Đường Nguyễn Duy Hiệu, Phường Thảo Điền, Quận 2, Hồ Chí Minh",nha_mat_pho,60.0,20.0,333333.3333333333,56,Đường Nguyễn Duy Hiệu,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Duy Hiệu
